,STATE,YEAR,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,4TH_ENROLLED,8TH_ENROLLED,TOTAL_ENROLLMENT,4_AVG_MATH_SCORE,8_AVG_MATH_SCORE,4_AVG_RDG_SCORE,8_AVG_RDG_SCORE
265,KENTUCKY,2010,7092071.0,3616584.0,51189.0,48525.0,621577.0,,,,
266,KENTUCKY,2011,7253850.0,3663998.0,49894.0,50043.0,629177.0,240.8307002,281.6088097,225.1350629,265.64372940000004
267,KENTUCKY,2012,7444529.0,3697663.0,50583.0,50259.0,630798.0,,,,
268,KENTUCKY,2013,7413896.0,3663594.0,49770.0,50203.0,624660.0,241.46992680000002,280.6454425,224.4275405,267.2729747
269,KENTUCKY,2014,7346219.0,3659917.0,50300.0,51246.0,636274.0,,,,
270,KENTUCKY,2015,7554887.0,3807748.0,51339.0,49774.0,636640.0,241.7277619,277.94726010000005,228.05516830000002,268.2005963
271,KENTUCKY,2016,7786281.0,3917968.0,,,,,,,
272,LOUISIANA,2001,4939894.0,2654239.0,62290.0,61115.0,674944.0,,,,
273,LOUISIANA,2002,5298267.0,2882613.0,60269.0,60930.0,672957.0,,,,
274,LOUISIANA,2003,5515322.0,3009591.0,59928.0,60013.0,671080.0,226.2477291,266.32835930000005,204.7294875,257.714825
275,LOUISIANA,2004,5708535.0,3137090.0,61940.0,60194.0,666895.0,,,,
276,LOUISIANA,2005,5941561.0,3264689.0,53121.0,53832.0,601589.0,230.23119640000002,267.75503080000004,209.16565830000002,248.505423
277,LOUISIANA,2006,6032182.0,3167501.0,51624.0,50694.0,622047.0,,,,
278,LOUISIANA,2007,6657341.0,3430268.0,56201.0,51355.0,627976.0,230.0431193,272.38629960000003,207.4068055,264.8863424
279,LOUISIANA,2008,7599993.0,3879560.0,57165.0,51910.0,632213.0,,,,
280,LOUISIANA,2009,8053960.0,4051985.0,59998.0,52818.0,637152.0,229.4324555,272.3799067,207.4861372,264.5140023
281,LOUISIANA,2010,8125021.0,4136550.0,58778.0,49523.0,642282.0,,,,
282,LOUISIANA,2011,8218870.0,4162557.0,58304.0,52289.0,647353.0,230.7788693,272.84333389999995,210.41072630000002,264.72984449999996
283,LOUISIANA,2012,8504567.0,4365583.0,57434.0,52507.0,652212.0,,,,
284,LOUISIANA,2013,7940880.0,3963343.0,56770.0,54842.0,654114.0,231.36630860000002,272.7609665,210.45496319999998,269.0034496
285,LOUISIANA,2014,8140649.0,4026042.0,54030.0,52835.0,660681.0,,,,
286,LOUISIANA,2015,8437263.0,4100906.0,54294.0,52480.0,664995.0,234.2819018,268.4323551,216.1993372,266.7655306
287,LOUISIANA,2016,8248660.0,4095916.0,,,,,,,
288,MAINE,2001,1958646.0,1118171.0,15883.0,17347.0,189450.0,,,,
289,MAINE,2002,2057022.0,1180701.0,15194.0,17131.0,188140.0,,,,
290,MAINE,2003,2154117.0,1255095.0,14841.0,17321.0,188045.0,237.61571040000004,281.9037733,223.8594938,251.2848019
291,MAINE,2004,2291174.0,1304255.0,14439.0,16850.0,185133.0,,,,
292,MAINE,2005,2325138.0,1355800.0,14198.0,16692.0,181732.0,240.6914597,281.0585409,224.5777722,264.3017438
293,MAINE,2006,2381439.0,1376177.0,14192.0,15782.0,179985.0,,,,
294,MAINE,2007,2501127.0,1459635.0,14238.0,15334.0,182535.0,242.37060400000001,286.47225310000005,225.54404580000002,262.8266171
295,MAINE,2008,2582293.0,1359995.0,13860.0,14886.0,179460.0,,,,
296,MAINE,2009,2624504.0,1383650.0,13769.0,14438.0,175521.0,244.45573280000002,286.3614259,223.790428,265.6912406
297,MAINE,2010,2680693.0,1421800.0,13728.0,14358.0,175258.0,,,,
298,MAINE,2011,2728535.0,1431522.0,13533.0,14584.0,175325.0,244.2570165,288.73229760000004,222.03733219999998,264.5545275
299,MAINE,2012,2625759.0,1376755.0,13345.0,14127.0,172012.0,,,,
300,MAINE,2013,2535405.0,1351259.0,13550.0,13975.0,170544.0,245.84700180000002,288.73115970000003,224.833289,266.8875236
301,MAINE,2014,2550302.0,1369822.0,13488.0,13805.0,169196.0,,,,
302,MAINE,2015,2596180.0,1406898.0,13311.0,13544.0,168778.0,242.24465409999996,284.875477,223.7286079,267.7729001
303,MAINE,2016,2706103.0,1437164.0,,,,,,,
304,MARYLAND,2001,7981362.0,4172982.0,67448.0,66211.0,798553.0,,,,
305,MARYLAND,2002,8568446.0,4482809.0,65824.0,67984.0,804678.0,,,,
306,MARYLAND,2003,8732518.0,4738579.0,65119.0,68967.0,808553.0,233.0798523,277.7161125,218.67375980000003,264.4397757
307,MARYLAND,2004,8921938.0,4963083.0,63776.0,69567.0,810723.0,,,,
308,MARYLAND,2005,9782665.0,5154440.0,62347.0,68400.0,803162.0,238.4217067,277.93079460000007,220.0295858,263.51702969999997
309,MARYLAND,2006,10585292.0,5535192.0,61045.0,66332.0,795507.0,,,,
310,MARYLAND,2007,11541225.0,6031042.0,60281.0,65088.0,786245.0,240.3282307,285.7342652,224.7812651,264.0959609
311,MARYLAND,2008,12739693.0,6614339.0,59512.0,63639.0,783331.0,,,,
312,MARYLAND,2009,12757599.0,6899346.0,61183.0,62590.0,786984.0,243.79504100000003,288.3415653,226.0477839,264.888126
313,MARYLAND,2010,13205691.0,7147880.0,60765.0,61971.0,789507.0,,,,
314,MARYLAND,2011,13247697.0,7205515.0,63118.0,61917.0,789359.0,247.10655580000002,287.9978023,230.7828412,267.3363958
315,MARYLAND,2012,13212140.0,7140620.0,63703.0,60908.0,792742.0,,,,
316,MARYLAND,2013,13284637.0,7303090.0,64629.0,62322.0,798621.0,245.1693795,286.64138110000005,232.05597310000002,269.6164717
317,MARYLAND,2014,13712839.0,7475952.0,65382.0,61747.0,808314.0,,,,
318,MARYLAND,2015,13882823.0,7686024.0,66910.0,63777.0,814671.0,239.4997509,283.1490341,222.94418959999996,255.46941780000003
319,MARYLAND,2016,13992191.0,7779504.0,,,,,,,
320,MASSACHUSETTS,2001,10572138.0,6135199.0,76597.0,75218.0,904574.0,,,,
